Trial_Name;Dataset;Pruned;accuracy;precision;recall;f1;f2;mcc;S;test_accuracy;test_precision;test_recall;test_f1;test_f2;test_mcc;test_S;mcc_normalized;test_mcc_normalized
BERT_Extra_Layer_Trial_0_2025-01-05_00-28-42;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,893333333;0,822580645;0,910714286;0,86440678;0,891608392;0,779602664;0,890704862;0,88;0,913580247;0,870588235;0,891566265;0,878859857;0,758515366;0,87905877;0,889801332;0,879257683
BERT_Extra_Layer_Trial_1_2025-01-05_00-29-11;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,893333333;0,794117647;0,964285714;0,870967742;0,924657534;0,792210128;0,910381299;0,893333333;0,879120879;0,941176471;0,909090909;0,928074246;0,783080109;0,90980715;0,896105064;0,891540054
BERT_Extra_Layer_Trial_2_2025-01-05_00-29-36;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,92;0,833333333;0,982142857;0,901639344;0,948275862;0,842992043;0,934885942;0,873333333;0,836734694;0,964705882;0,896174863;0,936073059;0,748186135;0,905083063;0,921496021;0,874093068
BERT_Extra_Layer_Trial_3_2025-01-05_00-29-55;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,906666667;0,838709677;0,928571429;0,881355932;0,909090909;0,807592228;0,906443512;0,906666667;0,917647059;0,917647059;0,917647059;0,917647059;0,809954751;0,911312217;0,903796114;0,904977376
BERT_Extra_Layer_Trial_0_2025-01-05_00-46-32;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,949109415;0,912727273;0,922794118;0,91773309;0,920763023;0,880922514;0,93061214;0,944303082;0,911357341;0,907169118;0,909258406;0,90800368;0,86908403;0,921272847;0,940461257;0,934542015
BERT_Extra_Layer_Trial_1_2025-01-05_00-50-55;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,950805768;0,922365989;0,917279412;0,919815668;0,918292234;0,884341854;0,93023158;0,942041278;0,919278253;0,889705882;0,90425035;0,89546716;0,862946508;0,913470207;0,942170927;0,931473254
BERT_Extra_Layer_Trial_2_2025-01-05_01-00-23;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,951088493;0,925581395;0,914522059;0,920018493;0,916712733;0,884826442;0,929562977;0,944303082;0,918309859;0,898897059;0,908499768;0,902713679;0,868576233;0,918500898;0,942413221;0,934288117
BERT_Extra_Layer_Trial_3_2025-01-05_01-08-44;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,94628216;0,918843284;0,905330882;0,912037037;0,908001475;0,873424709;0,922356915;0,939214023;0,916110582;0,883272059;0,899391671;0,889650065;0,856156418;0,908864137;0,936712355;0,928078209
BERT_Extra_Layer_Trial_4_2025-01-05_01-15-55;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,950805768;0,922365989;0,917279412;0,919815668;0,918292234;0,884341854;0,93023158;0,944020356;0,919811321;0,896139706;0,907821229;0,900776053;0,867788188;0,917335074;0,942170927;0,933894094
BERT_Extra_Layer_Trial_5_2025-01-05_01-22-16;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,948261238;0,924882629;0,905330882;0,915002322;0,90917482;0,877924373;0,924068503;0,939214023;0,920925747;0,877757353;0,898823529;0,886064205;0,855919708;0,907012029;0,938962187;0,927959854
BERT_Extra_Layer_Trial_6_2025-01-05_01-29-27;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,936952219;0,878390201;0,922794118;0,900044823;0,91355778;0,854593778;0,920427334;0,935538592;0,893053016;0,897977941;0,895508708;0,896988615;0,848909223;0,910721614;0,927296889;0,924454612
BERT_Extra_Layer_Trial_7_2025-01-05_01-34-21;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,945433984;0,908675799;0,914522059;0,911589556;0,913346796;0,872139289;0,92470822;0,93440769;0,902255639;0,882352941;0,892193309;0,886262925;0,845174986;0,904425209;0,936069644;0,922587493
BERT_Extra_Layer_Trial_8_2025-01-05_01-40-42;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,947978513;0,925612053;0,903492647;0,914418605;0,907831548;0,877190836;0,923213483;0,941758552;0,927325581;0,879595588;0,902830189;0,888744428;0,861902027;0,909847721;0,938595418;0,930951013
BERT_Extra_Layer_Trial_9_2025-01-05_01-47-06;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,946847611;0,904676259;0,924632353;0,914545455;0,92057101;0,87608991;0,929307983;0,945716709;0,917132216;0,905330882;0,91119334;0,90766679;0,872145676;0,921869814;0,938044955;0,936072838
BERT_Extra_Layer_Trial_10_2025-01-05_01-55-29;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,949674866;0,913636364;0,923713235;0,918647166;0,921680117;0,882245948;0,931401546;0,945716709;0,918691589;0,903492647;0,91102873;0,906492069;0,872039309;0,921255862;0,941122974;0,936019655
BERT_Extra_Layer_Trial_11_2025-01-05_01-59-50;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,953350297;0,923006416;0,925551471;0,924277191;0,925041337;0,890571181;0,935163464;0,947130336;0,920634921;0,90625;0,913385827;0,909090909;0,87539864;0,923395115;0,945285591;0,93769932
BERT_Extra_Layer_Trial_12_2025-01-05_02-04-12;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,949957591;0,913714805;0,924632353;0,91914116;0,922428021;0,882942294;0,931949584;0,942041278;0,910697674;0,899816176;0,905224226;0,901971623;0,863515731;0,916864744;0,941471147;0,931757865
BERT_Extra_Layer_Trial_13_2025-01-05_02-08-34;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,947695787;0,905660377;0,926470588;0,915947297;0,922232388;0,878109478;0,930643563;0,944020356;0,909760589;0,908088235;0,908923643;0,908422214;0,868516295;0,921340181;0,939054739;0,934258148
BERT_Extra_Layer_Trial_14_2025-01-05_02-12-57;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,949674866;0,918968692;0,917279412;0,918123275;0,917616771;0,881797567;0,929257777;0,946847611;0,918994413;0,907169118;0,913043478;0,909509768;0,874810213;0,923457437;0,940898783;0,937405107
BERT_Extra_Layer_Trial_15_2025-01-05_02-17-19;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,947413062;0,91;0,920036765;0,914990859;0,918011739;0,876952214;0,928243923;0,94317218;0,91332712;0,900735294;0,906987506;0,903225806;0,866121734;0,918143337;0,938476107;0,933060867
BERT_Extra_Layer_Trial_16_2025-01-05_02-21-41;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,953067571;0,923713235;0,923713235;0,923713235;0,923713235;0,889821851;0,93431208;0,945151258;0,918539326;0,901654412;0,910018553;0,90498155;0,870654009;0,920154277;0,944910926;0,935327004
BERT_Extra_Layer_Trial_17_2025-01-05_02-26-04;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,951088493;0,91704649;0,924632353;0,920823799;0,923105157;0,885454833;0,932916287;0,947130336;0,915974146;0,911764706;0,913864579;0,912603496;0,875729791;0,925234196;0,942727417;0,937864895
BERT_Extra_Layer_Trial_18_2025-01-05_02-30-27;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,945151258;0,907103825;0,915441176;0,911253431;0,913761468;0,871584699;0,924776909;0,944303082;0,919886899;0,897058824;0,908329456;0,901533346;0,868479933;0,917886656;0,935792349;0,934239967
BERT_Extra_Layer_Trial_19_2025-01-05_02-35-23;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,945716709;0,916356877;0,90625;0,911275416;0,9082535;0,872201114;0,922177029;0,942606729;0,918637654;0,892463235;0,905361305;0,897578111;0,864374743;0,914882741;0,936100557;0,932187372
BERT_Extra_Layer_Trial_20_2025-01-05_02-41-44;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,951371219;0,924074074;0,917279412;0,920664207;0,918630339;0,885618319;0,930719749;0,94628216;0,929254302;0,893382353;0,910965323;0,900333457;0,87287173;0,918384661;0,94280916;0,936435865
